name,orcid,field,is_nobel,horizon,ref_year,cutoff_year,total_citations,avg_author_position,avg_authors_per_paper,complexity_keyword_score,complexity_concept_score,complexity_mesh_score,mesh_coverage,journals,h_index,total_publications,complexity_n_works_analyzed,cby_min_year
Thomas C. Südhof,0000-0001-9319-0149,Medicine,1,10,2013,2003,310,3.83,4.5,0.508,0.8528,0.5525,0.6061,53,8,264,148,2012
John B. Gurdon,0000-0002-8395-5467,Medicine,1,0,2012,2012,622,2.12,2.73,0.4065,0.8484,0.5511,0.4406,59,14,143,74,2012
John B. Gurdon,0000-0002-8395-5467,Medicine,1,5,2012,2007,92,1.94,2.63,0.4391,0.8456,0.56,0.4173,43,5,127,55,2012
John B. Gurdon,0000-0002-8395-5467,Medicine,1,10,2012,2002,260,1.89,2.55,0.3974,0.8345,0.5397,0.3359,43,9,131,51,2012
Shinya Yamanaka,0000-0001-9469-1494,Medicine,1,0,2012,2012,7033,6.74,7.96,0.4593,0.8238,0.5119,0.5086,95,30,232,128,2012
Shinya Yamanaka,0000-0001-9469-1494,Medicine,1,5,2012,2007,30,4.19,6.02,0.4574,0.8015,0.5244,0.5566,49,3,106,61,2012
Shinya Yamanaka,0000-0001-9469-1494,Medicine,1,10,2012,2002,30,3.59,6.35,0.4632,0.7676,0.503,0.5686,22,3,51,29,2012
Bruce A. Beutler,0000-0002-5482-6695,Medicine,1,0,2011,2011,31,4.89,5.74,0.3789,0.835,0.4923,0.4027,114,3,293,164,2012
Bruce A. Beutler,0000-0002-5482-6695,Medicine,1,5,2011,2006,143,3.75,4.57,0.3509,0.8233,0.4513,0.3648,95,7,244,128,2012
Bruce A. Beutler,0000-0002-5482-6695,Medicine,1,10,2011,2001,139,2.82,3.67,0.3692,0.7993,0.4514,0.369,72,7,168,89,2012
Jules A. Hoffmann,0000-0001-8316-6514,Medicine,1,0,2011,2011,4,4.76,5.99,0.3838,0.8296,0.4426,0.4205,40,1,88,41,2012
Jules A. Hoffmann,0000-0001-8316-6514,Medicine,1,5,2011,2006,6,4.69,5.77,0.3705,0.8365,0.4192,0.44,34,2,75,33,2012
Jules A. Hoffmann,0000-0001-8316-6514,Medicine,1,10,2011,2001,6,4.64,5.26,0.3732,0.8383,0.4366,0.4894,26,2,47,26,2012
Elizabeth H. Blackburn,0000-0001-6327-8544,Medicine,1,0,2009,2009,101,2.72,3.77,0.4029,0.7784,0.5399,0.3832,66,6,167,109,2012
Elizabeth H. Blackburn,0000-0001-6327-8544,Medicine,1,5,2009,2004,116,2.33,3.24,0.3865,0.7924,0.4923,0.4012,51,6,162,103,2012
Elizabeth H. Blackburn,0000-0001-6327-8544,Medicine,1,10,2009,1999,110,2.13,2.44,0.397,0.8047,0.4764,0.4206,33,6,126,73,2012
Carol W. Greider,0000-0002-3504-2562,Medicine,1,0,2009,2009,19,3.17,3.64,0.421,0.7794,0.4723,0.4848,43,2,99,54,2012
Carol W. Greider,0000-0002-3504-2562,Medicine,1,5,2009,2004,19,2.9,3.49,0.4064,0.7857,0.4551,0.4643,36,2,84,42,2012
Carol W. Greider,0000-0002-3504-2562,Medicine,1,10,2009,1999,19,2.98,3.84,0.4016,0.7817,0.4645,0.4286,33,2,63,31,2012
Jack W. Szostak,0000-0003-2322-3106,Medicine,1,0,2009,2009,68,3.05,3.44,0.3758,0.8513,0.4561,0.4765,58,4,170,102,2012
Jack W. Szostak,0000-0003-2322-3106,Medicine,1,5,2009,2004,101,3.04,3.41,0.3386,0.8565,0.4375,0.4122,47,6,148,84,2012
Jack W. Szostak,0000-0003-2322-3106,Medicine,1,10,2009,1999,151,2.87,3.3,0.3344,0.8555,0.4124,0.4326,37,7,141,76,2012
Harald zur Hausen,0000-0001-8939-7527,Medicine,1,0,2008,2008,64,2.32,2.88,0.3774,0.7151,0.5249,0.1828,47,4,279,77,2012
Harald zur Hausen,0000-0001-8939-7527,Medicine,1,5,2008,2003,187,2.57,2.71,0.3857,0.715,0.4946,0.2282,51,8,298,75,2012
Harald zur Hausen,0000-0001-8939-7527,Medicine,1,10,2008,1998,479,2.66,2.87,0.3724,0.7165,0.4739,0.2476,50,13,315,81,2012
Françoise Barré-Sinoussi,0000-0003-2804-5957,Medicine,1,0,2008,2008,113,7.34,9.32,0.4812,0.8002,0.6029,0.5252,46,6,139,107,2012
Françoise Barré-Sinoussi,0000-0003-2804-5957,Medicine,1,5,2008,2003,196,6.23,8.66,0.4414,0.7817,0.5584,0.5075,45,8,134,84,2012
Françoise Barré-Sinoussi,0000-0003-2804-5957,Medicine,1,10,2008,1998,186,5.41,8.25,0.431,0.7784,0.5246,0.5208,39,8,96,51,2012
Mario R. Capecchi,0000-0003-0382-2729,Medicine,1,0,2007,2007,49,3.57,4.4,0.5012,0.845,0.5408,0.56,42,4,125,69,2012
Mario R. Capecchi,0000-0003-0382-2729,Medicine,1,5,2007,2002,71,2.94,3.19,0.4949,0.8652,0.5402,0.5806,28,4,93,53,2012
Mario R. Capecchi,0000-0003-0382-2729,Medicine,1,10,2007,1997,70,2.94,3.2,0.4817,0.8687,0.5192,0.6,24,4,65,35,2012
Andrew Z. Fire,0000-0002-9103-7449,Medicine,1,0,2006,2006,8,3.37,4.06,0.3693,0.8747,0.4068,0.5128,31,1,78,51,2012
Andrew Z. Fire,0000-0002-9103-7449,Medicine,1,5,2006,2001,0,3.88,4.78,0.3707,0.8679,0.3958,0.5224,27,0,67,42,2012
Andrew Z. Fire,0000-0002-9103-7449,Medicine,1,10,2006,1996,82,3.3,4.65,0.3884,0.8556,0.4363,0.4865,20,2,37,24,2012
Craig C. Mello,0000-0002-4741-6876,Medicine,1,0,2006,2006,1,5.07,6.0,0.458,0.8475,0.4904,0.439,18,1,41,12,2012
Craig C. Mello,0000-0002-4741-6876,Medicine,1,5,2006,2001,0,4.3,5.75,0.3073,0.8399,0.3073,0.4,8,0,20,6,2012
Craig C. Mello,0000-0002-4741-6876,Medicine,1,10,2006,1996,0,2.27,4.64,0.3889,0.8024,0.3889,0.2727,7,0,11,4,2012
Barry J. Marshall,0000-0001-9322-1323,Medicine,1,0,2005,2005,107,3.02,4.73,0.5504,0.6827,0.6241,0.4771,55,6,153,75,2012
Barry J. Marshall,0000-0001-9322-1323,Medicine,1,5,2005,2000,109,2.92,4.76,0.5356,0.6885,0.5877,0.4922,41,6,128,61,2012
Barry J. Marshall,0000-0001-9322-1323,Medicine,1,10,2005,1995,86,2.44,4.76,0.5031,0.685,0.5298,0.5,29,6,80,34,2012
John J. Hopfield,0000-0002-6976-6069,Physics,1,0,2024,2024,628,1.71,2.5,0.3275,0.7117,0.0,0.0,12,12,28,23,2012
John J. Hopfield,0000-0002-6976-6069,Physics,1,5,2024,2019,569,1.62,2.27,0.3363,0.7018,0.5406,0.0889,23,12,45,33,2012
John J. Hopfield,0000-0002-6976-6069,Physics,1,10,2024,2014,1003,1.6,2.17,0.3382,0.7123,0.5134,0.1552,30,12,58,38,2012
Geoffrey E. Hinton,0000-0003-4373-3611,Physics,1,0,2024,2024,342152,3.12,3.96,0.3014,0.6244,0.3554,0.0632,40,97,190,161,2012
Geoffrey E. Hinton,0000-0003-4373-3611,Physics,1,5,2024,2019,140695,2.52,3.05,0.3205,0.6205,0.5165,0.0667,47,80,195,166,2012
Geoffrey E. Hinton,0000-0003-4373-3611,Physics,1,10,2024,2014,10853,2.17,2.74,0.3265,0.6249,0.5678,0.0872,46,50,195,163,2012
Pierre Agostini,0000-0002-8817-3487,Physics,1,0,2023,2023,5678,5.6,8.55,0.27,0.8511,0.3872,0.0213,44,29,141,89,2012
Pierre Agostini,0000-0002-8817-3487,Physics,1,5,2023,2018,4365,5.75,7.95,0.2377,0.8579,0.2917,0.0074,38,26,135,84,2012
Pierre Agostini,0000-0002-8817-3487,Physics,1,10,2023,2013,1203,5.7,8.3,0.2517,0.8721,0.0,0.0,35,15,118,77,2012
Ferenc Krausz,0000-0002-2843-9471,Physics,1,0,2023,2023,17715,8.53,9.75,0.2879,0.8503,0.8607,0.04,87,61,500,431,2012
Ferenc Krausz,0000-0002-2843-9471,Physics,1,5,2023,2018,9624,8.52,9.67,0.2828,0.8504,0.8893,0.0372,73,43,403,342,2012
Ferenc Krausz,0000-0002-2843-9471,Physics,1,10,2023,2013,2144,8.79,10.15,0.2856,0.8551,0.8893,0.0615,46,20,244,205,2012
Anne L'Huillier,0000-0003-2613-9191,Physics,1,0,2023,2023,7097,9.33,10.88,0.3129,0.8718,0.819,0.015,72,44,266,238,2012
Anne L'Huillier,0000-0003-2613-9191,Physics,1,5,2023,2018,3799,8.4,10.05,0.3045,0.8683,0.7844,0.0226,60,31,221,189,2012
Anne L'Huillier,0000-0003-2613-9191,Physics,1,10,2023,2013,1620,6.52,8.33,0.2971,0.8655,0.9075,0.0211,52,19,190,154,2012
Alain Aspect,0000-0002-3956-0474,Physics,1,0,2022,2022,5266,3.23,4.61,0.2021,0.8191,0.0,0.0,48,33,470,359,2012
Alain Aspect,0000-0002-3956-0474,Physics,1,5,2022,2017,2891,3.36,4.66,0.1981,0.8209,0.0,0.0,50,24,468,353,2012
Alain Aspect,0000-0002-3956-0474,Physics,1,10,2022,2012,533,3.71,5.22,0.2073,0.8217,0.0,0.0,41,11,334,240,2012
John F. Clauser,0000-0003-0347-1130,Physics,1,0,2022,2022,19,1.33,1.5,0.15,0.7133,0.0,0.0,4,3,6,1,2012
John F. Clauser,0000-0003-0347-1130,Physics,1,5,2022,2017,20,1.33,1.5,0.1555,0.7133,0.0,0.0,3,3,6,1,2012
John F. Clauser,0000-0003-0347-1130,Physics,1,10,2022,2012,11,1.35,1.83,0.3704,0.7596,0.0,0.0,10,2,23,16,2012
Anton Zeilinger,0000-0003-4832-0849,Physics,1,0,2022,2022,18703,6.15,6.47,0.2948,0.7365,0.6736,0.0091,79,66,329,236,2012
Anton Zeilinger,0000-0003-4832-0849,Physics,1,5,2022,2017,13106,5.35,5.65,0.2853,0.7415,0.55,0.0127,86,57,393,265,2012
Anton Zeilinger,0000-0003-4832-0849,Physics,1,10,2022,2012,2675,4.89,5.22,0.2781,0.7491,0.4792,0.0077,80,26,390,251,2012
Syukuro Manabe,0000-0002-0335-3190,Physics,1,0,2021,2021,652,2.97,7.44,0.2444,0.6209,0.8438,0.0294,17,11,34,11,2012
Syukuro Manabe,0000-0002-0335-3190,Physics,1,5,2021,2016,845,2.98,6.31,0.1903,0.6503,0.8438,0.0204,23,15,49,25,2012
Syukuro Manabe,0000-0002-0335-3190,Physics,1,10,2021,2011,34,2.73,5.55,0.1722,0.6473,0.0,0.0,23,3,64,35,2012
Klaus Hasselmann,0000-0001-8336-2130,Physics,1,0,2021,2021,943,3.3,6.52,0.2152,0.5927,0.6528,0.0448,36,14,67,24,2012
Klaus Hasselmann,0000-0001-8336-2130,Physics,1,5,2021,2016,761,3.06,4.73,0.2188,0.6187,0.6528,0.0319,45,14,94,33,2012
Klaus Hasselmann,0000-0001-8336-2130,Physics,1,10,2021,2011,45,3.13,4.77,0.2069,0.6532,0.6528,0.027,43,4,111,45,2012
Giorgio Parisi,0000-0002-2190-883X,Physics,1,0,2021,2021,9842,3.79,5.63,0.2519,0.7612,0.607,0.0375,98,48,427,333,2012
Giorgio Parisi,0000-0002-2190-883X,Physics,1,5,2021,2016,4710,3.33,4.8,0.2581,0.7622,0.6046,0.0377,84,30,398,305,2012
Giorgio Parisi,0000-0002-2190-883X,Physics,1,10,2021,2011,86,3.22,4.52,0.2308,0.7619,0.4408,0.0177,66,5,282,214,2012
Roger Penrose,0000-0003-2552-0916,Physics,1,0,2020,2020,3790,2.27,2.69,0.1649,0.7206,0.3333,0.0079,42,25,127,54,2012
Roger Penrose,0000-0003-2552-0916,Physics,1,5,2020,2015,2018,1.64,1.95,0.1872,0.717,0.3333,0.0067,54,20,149,63,2012
Roger Penrose,0000-0003-2552-0916,Physics,1,10,2020,2010,29,1.37,1.6,0.1918,0.6964,0.3333,0.0067,64,3,150,60,2012
Reinhard Genzel,0000-0002-2767-9653,Physics,1,0,2020,2020,24550,8.39,18.92,0.1794,0.8621,0.0,0.0,69,80,500,377,2012
Reinhard Genzel,0000-0002-2767-9653,Physics,1,5,2020,2015,9845,7.48,16.12,0.1774,0.8599,0.0,0.0,58,52,396,292,2012
Reinhard Genzel,0000-0002-2767-9653,Physics,1,10,2020,2010,42,6.3,13.36,0.1811,0.8567,0.0,0.0,43,3,276,190,2012
Andrea Ghez,0000-0003-3230-5055,Physics,1,0,2020,2020,4146,4.07,8.67,0.2014,0.8662,0.0,0.0,76,33,314,173,2012
Andrea Ghez,0000-0003-3230-5055,Physics,1,5,2020,2015,1858,3.58,7.31,0.1936,0.863,0.0,0.0,72,22,303,155,2012
Andrea Ghez,0000-0003-3230-5055,Physics,1,10,2020,2010,57,3.31,6.94,0.1854,0.86,0.0,0.0,60,4,250,131,2012
James Peebles,0000-0002-0949-7549,Physics,1,0,2019,2019,2769,1.91,2.49,0.1892,0.8606,0.0,0.0,37,15,90,68,2012
James Peebles,0000-0002-0949-7549,Physics,1,5,2019,2014,1210,2.06,2.66,0.1789,0.8525,0.25,0.0093,34,12,108,77,2012
James Peebles,0000-0002-0949-7549,Physics,1,10,2019,2009,21,1.72,2.26,0.1691,0.8505,0.25,0.0083,33,2,120,73,2012
Michel Mayor,0000-0003-0456-3728,Physics,1,0,2019,2019,19072,9.5,16.04,0.1439,0.8845,0.625,0.004,73,75,500,416,2012
Michel Mayor,0000-0003-0456-3728,Physics,1,5,2019,2014,7122,8.48,14.44,0.1379,0.8834,0.625,0.0047,66,44,424,352,2012
Michel Mayor,0000-0003-0456-3728,Physics,1,10,2019,2009,56,7.49,12.94,0.1357,0.8851,1.0,0.0035,45,4,286,238,2012
Didier Queloz,0000-0002-1248-3967,Physics,1,0,2019,2019,12404,16.04,22.8,0.1368,0.8746,0.0,0.0,53,59,500,363,2012
Didier Queloz,0000-0002-1248-3967,Physics,1,5,2019,2014,3355,16.13,22.37,0.1264,0.875,0.0,0.0,44,28,318,230,2012
Gérard Mourou,0000-0002-6966-6009,Physics,1,0,2018,2018,5459,6.2,7.76,0.267,0.8029,0.7765,0.0206,81,36,339,254,2012
Gérard Mourou,0000-0002-6966-6009,Physics,1,5,2018,2013,2002,5.53,6.89,0.2657,0.8032,0.7835,0.0154,78,22,390,303,2012
Gérard Mourou,0000-0002-6966-6009,Physics,1,10,2018,2008,189,5.05,6.2,0.2661,0.8022,0.8352,0.0107,69,7,374,285,2012
Donna Strickland,0000-0003-0335-6318,Physics,1,0,2018,2018,99,2.81,3.43,0.246,0.8179,0.3081,0.0741,20,7,54,42,2012
Donna Strickland,0000-0003-0335-6318,Physics,1,5,2018,2013,42,3.0,3.72,0.2559,0.8078,0.4036,0.0465,18,4,43,31,2012
Donna Strickland,0000-0003-0335-6318,Physics,1,10,2018,2008,2,3.17,4.21,0.2562,0.8193,0.5417,0.0192,26,1,52,42,2012
Rainer Weiss,0000-0003-0974-2988,Physics,1,0,2017,2017,0,2.33,2.33,0.5834,0.6,0.0,0.0,3,0,3,2,
Rainer Weiss,0000-0003-0974-2988,Physics,1,5,2017,2012,0,2.5,2.5,0.2,0.45,0.0,0.0,2,0,2,1,
Rainer Weiss,0000-0003-0974-2988,Physics,1,10,2017,2007,0,4.0,4.0,0.2,0.2,0.0,0.0,1,0,1,1,
Barry C. Barish,0000-0002-8763-1072,Physics,1,0,2017,2017,6067,22.03,67.93,0.2451,0.8076,0.0,0.0,48,35,148,111,2012
Barry C. Barish,0000-0002-8763-1072,Physics,1,5,2017,2012,760,24.75,72.57,0.1866,0.8309,0.0,0.0,39,14,189,139,2012
Barry C. Barish,0000-0002-8763-1072,Physics,1,10,2017,2007,410,26.03,79.47,0.173,0.8619,0.0,0.0,31,14,204,144,2012
Kip S. Thorne,0000-0002-4766-8499,Physics,1,0,2017,2017,934,3.33,3.98,0.2309,0.7709,0.0,0.0,23,15,58,37,2012
Kip S. Thorne,0000-0002-4766-8499,Physics,1,5,2017,2012,255,3.26,3.78,0.2117,0.8078,0.0,0.0,32,8,73,41,2012
Kip S. Thorne,0000-0002-4766-8499,Physics,1,10,2017,2007,32,2.69,3.0,0.1969,0.8027,0.0,0.0,29,3,80,57,2012
F. Duncan M. Haldane,0000-0002-0384-0886,Physics,1,0,2016,2016,2405,2.11,2.42,0.2157,0.8449,0.0,0.0,15,21,112,65,2012
F. Duncan M. Haldane,0000-0002-0384-0886,Physics,1,5,2016,2011,9,1.93,2.25,0.2065,0.834,0.0,0.0,19,2,103,63,2012
F. Duncan M. Haldane,0000-0002-0384-0886,Physics,1,10,2016,2006,8,1.8,2.21,0.1965,0.8499,0.0,0.0,17,2,86,57,2012
J. Michael Kosterlitz,0000-0002-4292-5335,Physics,1,0,2016,2016,72,2.4,3.2,0.2566,0.7505,0.0,0.0,11,4,15,12,2012
J. Michael Kosterlitz,0000-0002-4292-5335,Physics,1,5,2016,2011,15,1.62,1.79,0.2132,0.574,0.2125,0.0588,9,3,34,22,2012
J. Michael Kosterlitz,0000-0002-4292-5335,Physics,1,10,2016,2006,46,1.44,1.61,0.24,0.5726,0.2042,0.0806,9,4,62,35,2012
Takaaki Kajita,0000-0002-4357-7450,Physics,1,0,2015,2015,487,2.74,5.32,0.1905,0.8744,0.0,0.0,41,11,88,44,2012
Takaaki Kajita,0000-0002-4357-7450,Physics,1,5,2015,2010,40,3.61,9.81,0.1891,0.8789,0.0,0.0,39,4,97,45,2012
Takaaki Kajita,0000-0002-4357-7450,Physics,1,10,2015,2005,77,3.76,15.2,0.161,0.8825,0.0,0.0,29,4,89,43,2012
Arthur B. McDonald,0000-0003-1161-4238,Physics,1,0,2015,2015,444,24.98,33.57,0.215,0.8656,0.0,0.0,28,10,46,25,2012
Arthur B. McDonald,0000-0003-1161-4238,Physics,1,5,2015,2010,47,20.22,27.88,0.2333,0.8646,0.0,0.0,22,3,41,20,2012
Arthur B. McDonald,0000-0003-1161-4238,Physics,1,10,2015,2005,40,17.41,25.24,0.2314,0.8952,0.0,0.0,14,2,34,18,2012
Hiroshi Amano,0000-0002-2128-1708,Physics,1,0,2014,2014,1716,5.87,7.7,0.242,0.7827,0.636,0.032,106,17,500,343,2012
Hiroshi Amano,0000-0002-2128-1708,Physics,1,5,2014,2009,44,5.89,7.63,0.2311,0.7884,0.5127,0.0214,66,3,281,180,2012
Hiroshi Amano,0000-0002-2128-1708,Physics,1,10,2014,2004,26,5.82,7.35,0.2055,0.7955,0.3333,0.013,32,3,77,47,2012
Shuji Nakamura,0000-0002-3761-1197,Physics,1,0,2014,2014,5757,6.04,7.01,0.234,0.8207,0.8344,0.01,78,35,500,396,2012
Shuji Nakamura,0000-0002-3761-1197,Physics,1,5,2014,2009,59,5.67,6.63,0.23,0.8174,0.908,0.0088,65,4,341,257,2012
Shuji Nakamura,0000-0002-3761-1197,Physics,1,10,2014,2004,44,4.4,5.33,0.2277,0.8212,0.0,0.0,36,3,141,85,2012
François Englert,0000-0002-5340-8046,Physics,1,0,2013,2013,48,1.29,2.52,0.2111,0.8223,0.5,0.0323,11,4,31,21,2012
François Englert,0000-0002-5340-8046,Physics,1,5,2013,2008,19,1.38,3.0,0.1722,0.8111,0.5,0.0417,8,3,24,17,2012
François Englert,0000-0002-5340-8046,Physics,1,10,2013,2003,14,1.46,2.58,0.1524,0.8032,0.0,0.0,9,2,26,16,2012
Peter Higgs,0000-0002-6569-2937,Physics,1,0,2013,2013,183,2.59,4.9,0.4406,0.6351,0.5907,0.411,40,6,73,39,2012
Peter Higgs,0000-0002-6569-2937,Physics,1,5,2013,2008,26,2.4,3.9,0.4739,0.6173,0.6399,0.3333,25,2,42,22,2012
Peter Higgs,0000-0002-6569-2937,Physics,1,10,2013,2003,25,2.1,3.14,0.3875,0.6005,0.6528,0.1429,12,2,21,7,2012
Serge Haroche,0000-0002-1442-2881,Physics,1,0,2012,2012,857,4.47,5.58,0.2453,0.7853,0.0,0.0,65,15,206,135,2012
Serge Haroche,0000-0002-1442-2881,Physics,1,5,2012,2007,43,4.14,4.91,0.2409,0.7929,0.0,0.0,63,4,187,121,2012
Serge Haroche,0000-0002-1442-2881,Physics,1,10,2012,2002,38,3.82,4.46,0.2264,0.8071,0.0,0.0,58,3,167,100,2012
David J. Wineland,0000-0003-3895-5710,Physics,1,0,2012,2012,1189,6.51,7.42,0.2466,0.7752,0.0,0.0,59,18,264,141,2012
David J. Wineland,0000-0003-3895-5710,Physics,1,5,2012,2007,123,5.91,7.02,0.2541,0.7837,0.0,0.0,57,6,245,143,2012
David J. Wineland,0000-0003-3895-5710,Physics,1,10,2012,2002,148,4.57,5.64,0.2509,0.8021,0.0,0.0,56,7,215,127,2012
Saul Perlmutter,0000-0002-9589-2701,Physics,1,0,2011,2011,63,15.8,25.68,0.1532,0.868,0.0,0.0,67,4,446,159,2012
Saul Perlmutter,0000-0002-9589-2701,Physics,1,5,2011,2006,73,13.76,23.65,0.1623,0.8692,0.0,0.0,58,4,346,102,2012
Saul Perlmutter,0000-0002-9589-2701,Physics,1,10,2011,2001,107,9.11,16.59,0.15,0.8643,0.0,0.0,40,4,167,55,2012
Brian P. Schmidt,0000-0001-6589-1287,Physics,1,0,2011,2011,3,2.76,5.53,0.2694,0.8511,0.4583,0.0408,24,1,49,9,2013
Brian P. Schmidt,0000-0001-6589-1287,Physics,1,5,2011,2006,3,2.84,4.62,0.3125,0.8727,0.4583,0.0444,23,1,45,6,2013
Brian P. Schmidt,0000-0001-6589-1287,Physics,1,10,2011,2001,0,3.36,5.64,0.5833,0.885,0.5833,0.0455,14,0,22,3,2013
Adam G. Riess,0000-0002-0938-4314,Physics,1,0,2011,2011,48,11.86,19.98,0.1325,0.8557,0.0,0.0,65,3,350,144,2012
Adam G. Riess,0000-0002-0938-4314,Physics,1,5,2011,2006,37,10.65,17.19,0.1196,0.8579,0.0,0.0,46,3,222,82,2012
Adam G. Riess,0000-0002-0938-4314,Physics,1,10,2011,2001,12,4.12,8.46,0.135,0.878,0.0,0.0,21,2,80,42,2012
Andre Geim,0000-0002-2551-0548,Physics,1,0,2010,2010,163,4.21,6.3,0.2504,0.8244,0.7673,0.0273,59,7,220,131,2012
Andre Geim,0000-0002-2551-0548,Physics,1,5,2010,2005,172,2.7,5.82,0.1961,0.8613,0.0,0.0,37,8,115,58,2012
Andre Geim,0000-0002-2551-0548,Physics,1,10,2010,2000,170,2.38,5.86,0.1959,0.8668,0.0,0.0,25,8,86,40,2012
Konstantin Novoselov,0000-0002-1928-7159,Physics,1,0,2010,2010,11,4.05,6.39,0.2546,0.8013,0.6625,0.0331,58,2,151,100,2012
Konstantin Novoselov,0000-0002-1928-7159,Physics,1,5,2010,2005,11,2.16,5.77,0.1842,0.8294,0.0,0.0,28,2,43,26,2012
Konstantin Novoselov,0000-0002-1928-7159,Physics,1,10,2010,2000,2,3.2,6.9,0.1667,0.8097,0.0,0.0,8,1,10,3,2012
Makoto Kobayashi,0000-0002-8849-4445,Physics,1,0,2008,2008,59,2.85,5.63,0.1983,0.7443,0.1979,0.0297,62,4,101,70,2012
Makoto Kobayashi,0000-0002-8849-4445,Physics,1,5,2008,2003,54,3.21,5.75,0.1622,0.7743,0.1979,0.04,43,4,75,53,2012
Makoto Kobayashi,0000-0002-8849-4445,Physics,1,10,2008,1998,57,3.04,5.43,0.167,0.8081,0.1719,0.027,40,5,74,53,2012
Albert Fert,0000-0003-3244-1610,Physics,1,0,2007,2007,103,4.75,6.71,0.2368,0.837,0.0,0.0,51,6,214,130,2012
Albert Fert,0000-0003-3244-1610,Physics,1,5,2007,2002,170,3.74,5.87,0.2381,0.841,0.0,0.0,40,8,171,104,2012
Albert Fert,0000-0003-3244-1610,Physics,1,10,2007,1997,144,3.27,5.17,0.2404,0.8398,0.0,0.0,31,6,146,88,2012
John C. Mather,0000-0001-8748-7315,Physics,1,0,2006,2006,109,3.48,6.78,0.1673,0.8382,0.0,0.0,58,5,224,132,2012
John C. Mather,0000-0001-8748-7315,Physics,1,5,2006,2001,113,3.4,7.08,0.1705,0.8311,0.0,0.0,44,6,168,98,2012
John C. Mather,0000-0001-8748-7315,Physics,1,10,2006,1996,70,3.4,7.68,0.1532,0.8275,0.0,0.0,32,4,115,64,2012
George F. Smoot,0000-0003-0861-1709,Physics,1,0,2006,2006,80,6.91,8.1,0.1748,0.8283,0.0,0.0,35,4,118,61,2012
George F. Smoot,0000-0003-0861-1709,Physics,1,5,2006,2001,73,2.5,3.36,0.1648,0.8192,0.0,0.0,30,4,103,53,2012
George F. Smoot,0000-0003-0861-1709,Physics,1,10,2006,1996,37,2.1,3.19,0.1855,0.811,1.0,0.0123,27,3,81,39,2012
Theodor W. Hänsch,0000-0002-2796-1589,Physics,1,0,2005,2005,77,4.31,5.52,0.2379,0.8445,0.7709,0.0091,56,5,219,138,2012
Theodor W. Hänsch,0000-0002-2796-1589,Physics,1,5,2005,2000,82,3.71,4.5,0.2534,0.8506,0.5417,0.007,33,6,143,91,2012
Theodor W. Hänsch,0000-0002-2796-1589,Physics,1,10,2005,1995,80,3.31,4.04,0.2543,0.8458,0.5417,0.011,26,4,91,47,2012
David Baker,0000-0001-7896-6217,Chemistry,1,0,2024,2024,19173,13.18,15.99,0.4319,0.8054,0.5468,0.246,97,59,500,409,2012
David Baker,0000-0001-7896-6217,Chemistry,1,5,2024,2019,9,6.16,8.04,0.5349,0.8048,0.7389,0.24,12,2,25,14,2019
Demis Hassabis,0000-0002-5359-5567,Chemistry,1,0,2024,2024,134189,13.28,15.64,0.4281,0.6859,0.5966,0.3025,52,80,162,128,2012
Demis Hassabis,0000-0002-5359-5567,Chemistry,1,5,2024,2019,22844,8.39,10.44,0.4276,0.6881,0.5629,0.4222,34,46,90,69,2012
Demis Hassabis,0000-0002-5359-5567,Chemistry,1,10,2024,2014,1545,2.4,4.6,0.5474,0.7334,0.5817,0.7667,19,19,30,26,2012
John M. Jumper,0000-0001-9254-7192,Chemistry,1,0,2024,2024,51161,8.02,13.27,0.4669,0.8361,0.5542,0.3571,22,24,56,39,2012
John M. Jumper,0000-0001-9254-7192,Chemistry,1,5,2024,2019,1567,2.88,6.04,0.4754,0.859,0.553,0.4231,13,8,26,14,2012
John M. Jumper,0000-0001-9254-7192,Chemistry,1,10,2024,2014,597,4.8,7.4,0.625,0.8332,0.6042,0.8,5,2,5,4,2012
Moungi G. Bawendi,0000-0003-2220-4365,Chemistry,1,0,2023,2023,43902,7.05,8.26,0.3857,0.7747,0.6203,0.19,125,104,500,406,2012
Moungi G. Bawendi,0000-0003-2220-4365,Chemistry,1,5,2023,2018,21314,6.5,7.48,0.3816,0.775,0.6382,0.2314,100,77,376,299,2012
Moungi G. Bawendi,0000-0003-2220-4365,Chemistry,1,10,2023,2013,4898,5.72,6.58,0.3899,0.7745,0.6823,0.2753,73,38,247,184,2012
Louis E. Brus,0000-0002-8276-0242,Chemistry,1,0,2023,2023,11511,6.35,7.58,0.3138,0.7939,0.5052,0.075,38,53,160,124,2012
Louis E. Brus,0000-0002-8276-0242,Chemistry,1,5,2023,2018,9387,5.73,6.86,0.3042,0.7932,0.5052,0.0609,43,50,197,155,2012
Louis E. Brus,0000-0002-8276-0242,Chemistry,1,10,2023,2013,3158,4.57,5.46,0.2921,0.792,0.4792,0.0538,46,29,186,140,2012
Carolyn R. Bertozzi,0000-0003-4102-4615,Chemistry,1,0,2022,2022,16499,7.75,24.04,0.3494,0.6854,0.5018,0.226,150,71,500,423,2012
Carolyn R. Bertozzi,0000-0003-4102-4615,Chemistry,1,5,2022,2017,4672,4.47,5.94,0.4029,0.7975,0.5404,0.3833,63,38,180,150,2012
Carolyn R. Bertozzi,0000-0003-4102-4615,Chemistry,1,10,2022,2012,313,4.95,5.27,0.475,0.8325,0.535,0.4821,23,10,56,48,2012
