name,orcid,field,is_nobel,horizon,ref_year,cutoff_year,total_citations,avg_author_position,avg_authors_per_paper,complexity_keyword_score,complexity_concept_score,complexity_mesh_score,mesh_coverage,journals,h_index,total_publications,complexity_n_works_analyzed,cby_min_year
S. C. Wilks,0000-0002-7268-2683,Physics,0,10,2016,2006,56,7.98,11.16,0.2988,0.8049,0.0,0.0,39,3,203,140,2012
Wim Leemans,0000-0001-6573-8434,Physics,0,0,2021,2021,6646,8.69,10.25,0.3837,0.7958,0.7044,0.008,60,33,500,397,2012
Wim Leemans,0000-0001-6573-8434,Physics,0,5,2021,2016,2241,7.32,8.73,0.4007,0.7951,0.7044,0.0116,41,20,344,282,2012
Wim Leemans,0000-0001-6573-8434,Physics,0,10,2021,2011,32,7.26,9.28,0.404,0.7867,1.0,0.0054,22,2,184,154,2012
S. V. Bulanov,0000-0001-8305-0289,Physics,0,0,2011,2011,99,7.68,11.25,0.2853,0.8142,0.9222,0.0063,90,5,478,332,2012
S. V. Bulanov,0000-0001-8305-0289,Physics,0,5,2011,2006,96,3.54,6.42,0.2573,0.8199,0.9292,0.0042,62,5,240,151,2012
S. V. Bulanov,0000-0001-8305-0289,Physics,0,10,2011,2001,78,2.38,4.7,0.2292,0.821,0.0,0.0,46,5,147,88,2012
K. Krushelnick,0000-0001-9116-9511,Physics,0,0,2011,2011,37,8.45,12.53,0.3111,0.8108,0.6635,0.0156,62,3,321,225,2012
K. Krushelnick,0000-0001-9116-9511,Physics,0,5,2011,2006,31,6.79,12.13,0.2985,0.8037,0.0,0.0,43,3,171,119,2012
K. Krushelnick,0000-0001-9116-9511,Physics,0,10,2011,2001,22,4.71,10.38,0.3148,0.7974,0.0,0.0,21,3,77,46,2012
Richard D. Gill,0000-0001-5821-9986,Physics,0,0,2024,2024,967,1.6,2.2,0.292,0.6541,0.7491,0.0469,52,15,128,98,2012
Richard D. Gill,0000-0001-5821-9986,Physics,0,5,2024,2019,1011,1.9,3.12,0.2954,0.6588,0.774,0.041,49,18,122,88,2012
Richard D. Gill,0000-0001-5821-9986,Physics,0,10,2024,2014,982,1.85,2.91,0.2803,0.5951,0.8877,0.0284,57,14,176,137,2012
C. F. Kennel,0000-0001-5997-7201,Physics,0,0,2007,2007,86,2.55,4.43,0.1539,0.8143,0.75,0.0085,41,6,117,72,2012
C. F. Kennel,0000-0001-5997-7201,Physics,0,5,2007,2002,140,2.37,4.43,0.1478,0.8401,0.0,0.0,44,7,167,112,2012
C. F. Kennel,0000-0001-5997-7201,Physics,0,10,2007,1997,172,2.26,3.91,0.1463,0.848,0.0,0.0,52,9,216,141,2012
John L. Johnson,0000-0003-1783-0476,Physics,0,0,2017,2017,2979,3.75,6.78,0.5321,0.7166,0.733,0.4333,85,28,240,168,2012
John L. Johnson,0000-0003-1783-0476,Physics,0,5,2017,2012,683,3.67,6.91,0.5103,0.7261,0.7059,0.3852,96,12,257,171,2012
John L. Johnson,0000-0003-1783-0476,Physics,0,10,2017,2007,195,3.08,6.18,0.4391,0.7377,0.6465,0.3093,99,9,236,159,2012
A. Nelson,0000-0002-9612-1936,Physics,0,0,2012,2012,79,25.75,33.44,0.1467,0.8289,0.0,0.0,10,4,16,6,2012
A. Nelson,0000-0002-9612-1936,Physics,0,5,2012,2007,0,7.67,9.67,0.0667,0.6667,0.0,0.0,3,0,3,1,2012
A. Nelson,0000-0002-9612-1936,Physics,0,10,2012,2002,0,5.0,5.0,0.0333,0.3,0.0,0.0,1,0,1,1,
Christian Dávid,0000-0002-2953-1265,Physics,0,0,2024,2024,14313,7.9,11.2,0.4771,0.8363,0.775,0.1176,96,58,374,312,2012
Christian Dávid,0000-0002-2953-1265,Physics,0,5,2024,2019,9956,5.82,8.5,0.4529,0.8215,0.7846,0.1243,91,48,354,283,2012
Christian Dávid,0000-0002-2953-1265,Physics,0,10,2024,2014,3788,4.8,7.32,0.4502,0.8203,0.7845,0.146,75,31,274,212,2012
Y. Homma,0000-0002-9872-9697,Physics,0,0,2022,2022,352,4.66,9.69,0.239,0.8005,0.5755,0.0161,25,10,62,43,2012
Y. Homma,0000-0002-9872-9697,Physics,0,5,2022,2017,101,6.56,17.08,0.2433,0.8289,0.0,0.0,19,6,39,27,2012
Y. Homma,0000-0002-9872-9697,Physics,0,10,2022,2012,51,13.3,44.63,0.2262,0.8463,0.0,0.0,14,5,30,14,2012
T. E. Cowan,0000-0002-5845-000X,Physics,0,0,2016,2016,3929,6.71,12.58,0.3053,0.7993,0.0,0.0,83,28,427,255,2012
T. E. Cowan,0000-0002-5845-000X,Physics,0,5,2016,2011,75,6.61,12.44,0.2954,0.797,0.0,0.0,67,4,353,210,2012
T. E. Cowan,0000-0002-5845-000X,Physics,0,10,2016,2006,105,5.56,11.64,0.2857,0.7979,0.0,0.0,61,5,270,154,2012
A. Mysyrowicz,0000-0001-8129-1783,Physics,0,0,2017,2017,4067,5.92,7.28,0.2341,0.8359,0.6654,0.0191,55,30,262,207,2012
A. Mysyrowicz,0000-0001-8129-1783,Physics,0,5,2017,2012,800,5.88,7.25,0.2505,0.8399,0.6341,0.0145,54,12,275,200,2012
A. Mysyrowicz,0000-0001-8129-1783,Physics,0,10,2017,2007,225,5.57,7.02,0.2511,0.8377,0.0,0.0,51,7,244,171,2012
Takehito Hayakawa,0000-0001-5286-8395,Physics,0,0,2019,2019,4451,5.88,12.17,0.4373,0.7856,0.8196,0.2372,131,31,409,264,2012
Takehito Hayakawa,0000-0001-5286-8395,Physics,0,5,2019,2014,1940,6.19,12.47,0.4323,0.7996,0.835,0.2301,106,18,352,203,2012
Takehito Hayakawa,0000-0001-5286-8395,Physics,0,10,2019,2009,28,4.64,10.3,0.4717,0.8026,0.8506,0.2465,75,4,215,106,2012
W. B. Mori,0000-0002-6394-5082,Physics,0,0,2023,2023,6491,7.63,9.79,0.3588,0.795,0.0,0.0,51,39,500,283,2012
W. B. Mori,0000-0002-6394-5082,Physics,0,5,2023,2018,3250,7.23,9.52,0.3416,0.7903,0.0,0.0,44,27,368,195,2012
W. B. Mori,0000-0002-6394-5082,Physics,0,10,2023,2013,675,6.86,9.21,0.3404,0.7942,0.0,0.0,30,14,227,124,2012
R. J. Groebner,0000-0002-5643-564X,Physics,0,0,2019,2019,4862,5.81,12.15,0.2241,0.8117,0.0,0.0,25,34,440,251,2012
R. J. Groebner,0000-0002-5643-564X,Physics,0,5,2019,2014,2001,5.5,11.75,0.227,0.8114,0.0,0.0,23,20,418,243,2012
R. J. Groebner,0000-0002-5643-564X,Physics,0,10,2019,2009,80,5.56,11.93,0.226,0.8143,0.0,0.0,20,5,308,187,2012
M. Krůs,0000-0002-8595-3139,Physics,0,0,2010,2010,0,1.0,1.0,0.1,0.9,0.0,0.0,2,0,2,2,
S. C. Chapman,0000-0003-0053-1584,Physics,0,0,2022,2022,6361,4.56,13.0,0.1791,0.8016,0.6459,0.004,90,36,500,262,2012
S. C. Chapman,0000-0003-0053-1584,Physics,0,5,2022,2017,3170,4.79,14.15,0.1804,0.8078,0.6459,0.0054,74,28,372,198,2012
S. C. Chapman,0000-0003-0053-1584,Physics,0,10,2022,2012,406,4.54,14.84,0.1767,0.8071,0.6459,0.0098,54,10,205,107,2012
Norio Suzuki,0000-0001-6100-3350,Physics,0,0,2022,2022,7453,4.65,7.89,0.4674,0.7547,0.5881,0.3518,132,38,253,152,2012
Norio Suzuki,0000-0001-6100-3350,Physics,0,5,2022,2017,4073,4.16,6.87,0.4706,0.7654,0.6134,0.3769,147,27,329,188,2012
Norio Suzuki,0000-0001-6100-3350,Physics,0,10,2022,2012,650,4.1,6.77,0.4475,0.7699,0.5959,0.3733,164,12,367,210,2012
L. L. Lao,0000-0003-1937-2675,Physics,0,0,2012,2012,484,8.37,15.16,0.2316,0.8077,0.0,0.0,23,9,304,181,2012
L. L. Lao,0000-0003-1937-2675,Physics,0,5,2012,2007,99,7.83,14.9,0.2245,0.8061,0.0,0.0,24,5,298,196,2012
L. L. Lao,0000-0003-1937-2675,Physics,0,10,2012,2002,86,7.0,14.5,0.2104,0.8081,0.0,0.0,21,4,227,155,2012
K. Mima,0000-0003-0714-8238,Physics,0,0,2023,2023,3671,9.19,11.93,0.299,0.8031,1.0,0.004,97,32,500,347,2012
K. Mima,0000-0003-0714-8238,Physics,0,5,2023,2018,2087,9.38,12.02,0.291,0.8035,1.0,0.0045,83,23,442,305,2012
K. Mima,0000-0003-0714-8238,Physics,0,10,2023,2013,656,9.82,12.2,0.2883,0.803,1.0,0.0052,71,11,381,269,2012
V. Malka,0000-0002-0488-2587,Physics,0,0,2011,2011,56,6.02,8.89,0.3708,0.8157,0.6833,0.028,70,3,250,195,2012
V. Malka,0000-0002-0488-2587,Physics,0,5,2011,2006,48,5.43,9.26,0.3474,0.8138,0.8508,0.0115,50,3,174,133,2012
V. Malka,0000-0002-0488-2587,Physics,0,10,2011,2001,24,5.06,10.03,0.3575,0.8169,0.0,0.0,20,3,67,48,2012
M. Hesse,0000-0003-0377-9673,Physics,0,0,2021,2021,4833,3.82,7.73,0.1428,0.8094,0.0,0.0,79,39,500,293,2012
M. Hesse,0000-0003-0377-9673,Physics,0,5,2021,2016,1524,3.23,6.03,0.1426,0.8001,0.0,0.0,59,22,334,204,2012
M. Hesse,0000-0003-0377-9673,Physics,0,10,2021,2011,2,2.72,5.04,0.155,0.8059,0.0,0.0,36,1,181,115,2012
J. C. Sprott,0000-0001-7014-3283,Physics,0,0,2021,2021,9648,2.24,2.86,0.2343,0.7433,0.6365,0.0455,71,55,286,189,2012
J. C. Sprott,0000-0001-7014-3283,Physics,0,5,2021,2016,2842,2.08,2.6,0.236,0.7401,0.6323,0.0476,62,27,252,163,2012
J. C. Sprott,0000-0001-7014-3283,Physics,0,10,2021,2011,4,2.07,2.57,0.2597,0.7171,0.6111,0.0495,50,1,182,113,2012
Michael G.H. Bell,0000-0001-8137-065X,Physics,0,0,2012,2012,591,3.19,13.87,0.2289,0.6864,0.7318,0.0063,85,11,318,209,2012
Michael G.H. Bell,0000-0001-8137-065X,Physics,0,5,2012,2007,114,3.33,17.2,0.2157,0.7235,0.0,0.0,61,5,288,199,2012
Michael G.H. Bell,0000-0001-8137-065X,Physics,0,10,2012,2002,239,3.4,19.88,0.2068,0.7505,0.0,0.0,35,8,242,165,2012
Oliver Bunk,0000-0001-6563-4053,Physics,0,0,2010,2010,56,4.08,7.71,0.4348,0.8373,0.7413,0.1087,63,4,184,116,2012
Oliver Bunk,0000-0001-6563-4053,Physics,0,5,2010,2005,53,3.63,7.6,0.4078,0.7993,0.0,0.0,24,4,57,33,2012
Oliver Bunk,0000-0001-6563-4053,Physics,0,10,2010,2000,41,2.89,7.21,0.3929,0.8317,0.0,0.0,8,3,19,7,2012
K. Itoh,0000-0003-3873-4766,Physics,0,0,2021,2021,3246,5.66,10.14,0.1946,0.815,0.2604,0.002,88,27,500,380,2012
K. Itoh,0000-0003-3873-4766,Physics,0,5,2021,2016,1311,5.87,10.39,0.1967,0.8239,0.0,0.0,72,17,387,296,2012
K. Itoh,0000-0003-3873-4766,Physics,0,10,2021,2011,23,6.3,9.51,0.202,0.8209,0.0,0.0,43,2,207,151,2012
Andrius Baltuška,0000-0002-5267-0626,Physics,0,0,2019,2019,5551,7.27,9.28,0.2779,0.8565,0.5395,0.018,77,36,500,458,2012
Andrius Baltuška,0000-0002-5267-0626,Physics,0,5,2019,2014,1478,6.95,9.1,0.2543,0.8588,0.63,0.0204,55,18,294,264,2012
Andrius Baltuška,0000-0002-5267-0626,Physics,0,10,2019,2009,9,5.4,8.5,0.2175,0.8659,0.7125,0.0119,24,2,84,68,2012
S. W. Haan,0000-0001-8404-5131,Physics,0,0,2011,2011,20,5.28,12.12,0.3021,0.7959,0.0,0.0,26,3,207,131,2012
S. W. Haan,0000-0001-8404-5131,Physics,0,5,2011,2006,20,4.16,9.24,0.2933,0.7951,0.0,0.0,22,3,142,87,2012
S. W. Haan,0000-0001-8404-5131,Physics,0,10,2011,2001,9,4.08,8.32,0.3193,0.7972,0.0,0.0,15,1,85,52,2012
Peixiang Lu,0000-0001-6993-8986,Physics,0,0,2007,2007,135,4.03,6.7,0.2987,0.8161,0.0,0.0,54,7,158,114,2012
Peixiang Lu,0000-0001-6993-8986,Physics,0,5,2007,2002,126,4.39,7.58,0.3311,0.8291,0.0,0.0,27,7,76,57,2012
Peixiang Lu,0000-0001-6993-8986,Physics,0,10,2007,1997,99,4.25,6.62,0.3268,0.8335,0.0,0.0,21,6,48,36,2012
R. Betti,0000-0001-8742-0304,Physics,0,0,2014,2014,2093,5.76,14.74,0.2822,0.7999,0.6292,0.0028,32,23,361,205,2012
R. Betti,0000-0001-8742-0304,Physics,0,5,2014,2009,41,4.77,12.19,0.2636,0.7997,0.6292,0.0044,26,3,227,136,2012
R. Betti,0000-0001-8742-0304,Physics,0,10,2014,2004,26,2.49,6.36,0.2408,0.7958,0.0,0.0,15,3,95,53,2012
A.W. Leonard,0000-0001-9356-1074,Physics,0,0,2020,2020,6967,7.3,13.27,0.2134,0.8074,0.0,0.0,36,38,433,225,2012
A.W. Leonard,0000-0001-9356-1074,Physics,0,5,2020,2015,3097,7.07,13.01,0.2033,0.8073,0.0,0.0,33,28,423,197,2012
A.W. Leonard,0000-0001-9356-1074,Physics,0,10,2020,2010,67,7.52,13.67,0.2014,0.8085,0.0,0.0,29,4,317,163,2012
E. J. Strait,0000-0001-9215-3757,Physics,0,0,2011,2011,68,9.96,14.01,0.1973,0.8109,0.0,0.0,24,4,366,206,2012
E. J. Strait,0000-0001-9215-3757,Physics,0,5,2011,2006,91,10.65,14.8,0.206,0.814,0.0,0.0,26,5,290,183,2012
E. J. Strait,0000-0001-9215-3757,Physics,0,10,2011,2001,75,10.96,15.68,0.2092,0.8111,0.0,0.0,20,4,192,133,2012
J. P. Knauer,0009-0009-9097-2885,Physics,0,0,2020,2020,6285,11.17,20.11,0.3036,0.8076,0.6292,0.002,51,44,499,252,2012
J. P. Knauer,0009-0009-9097-2885,Physics,0,5,2020,2015,2533,11.47,20.39,0.3079,0.8103,0.6292,0.0027,39,28,375,202,2012
J. P. Knauer,0009-0009-9097-2885,Physics,0,10,2020,2010,48,8.67,15.72,0.307,0.808,0.6292,0.0037,37,3,267,136,2012
P. Sprangle,0000-0001-8521-4128,Physics,0,0,2017,2017,1392,3.73,5.67,0.3291,0.8073,0.6684,0.0109,38,20,274,203,2012
P. Sprangle,0000-0001-8521-4128,Physics,0,5,2017,2012,454,3.76,5.57,0.3327,0.8087,0.474,0.003,41,10,331,232,2012
P. Sprangle,0000-0001-8521-4128,Physics,0,10,2017,2007,202,3.62,5.07,0.3233,0.8076,0.0,0.0,52,9,389,274,2012
J. R. Wilson,0000-0003-3627-1278,Physics,0,0,2015,2015,2080,10.07,13.42,0.2244,0.798,0.3812,0.004,76,21,500,324,2012
J. R. Wilson,0000-0003-3627-1278,Physics,0,5,2015,2010,89,9.39,13.47,0.2098,0.8043,0.3812,0.0054,65,4,369,210,2012
J. R. Wilson,0000-0003-3627-1278,Physics,0,10,2015,2005,78,9.56,13.04,0.1959,0.8091,0.625,0.004,44,4,249,142,2012
R. E. Bell,0000-0001-9544-498X,Physics,0,0,2005,2005,248,3.98,20.12,0.2103,0.821,0.0,0.0,39,7,365,258,2012
R. E. Bell,0000-0001-9544-498X,Physics,0,5,2005,2000,192,3.95,20.29,0.2064,0.8224,0.2083,0.0043,33,7,233,178,2012
R. E. Bell,0000-0001-9544-498X,Physics,0,10,2005,1995,158,4.38,22.73,0.2292,0.8215,0.2083,0.0076,28,7,131,115,2012
J. U. Brackbill,0000-0002-5029-2705,Physics,0,0,2016,2016,555,2.18,3.03,0.1872,0.7943,0.0,0.0,31,12,79,29,2012
J. U. Brackbill,0000-0002-5029-2705,Physics,0,5,2016,2011,44,2.04,2.65,0.1843,0.7917,0.0,0.0,33,4,95,43,2012
J. U. Brackbill,0000-0002-5029-2705,Physics,0,10,2016,2006,47,1.99,2.61,0.1864,0.7903,0.0,0.0,35,4,107,50,2012
