name,orcid,field,group,h_index,total_citations,total_publications,avg_authors_per_paper,avg_author_position,n_journals,S_text_raw,S_concepts_raw,mesh_coverage,works_analyzed,C,A,S,J,C_saturating,J_saturating,KANON,KANON_global,rank_KANON,rank_h,rank_shift_vs_h,data_quality,rank_KANON_clean,rank_h_clean,KANON_pctl,KANON_global_pctl,rank_shift_clean
W. Kip Viscusi,0000-0002-7931-7689,Economics,Elite (matched),87,29063,699,2.21,1.72,64,0.2208,0.5086,0.06,106,0.475,0.7205,0.4942,0.5781,1.0,1.0,60.319,57.235,27,33,6,ok,27.0,33.0,83.75,92.5,6.0
Robert C. Feenstra,0000-0003-3433-7763,Economics,Elite (matched),80,31796,462,2.56,1.34,46,0.1516,0.4803,0.0,129,0.575,0.7037,0.4639,0.2688,1.0,0.92,60.021,55.129,28,59,31,ok,28.0,59.0,83.125,86.25,31.0
David Cutler,0000-0002-4949-8917,Economics,Elite (matched),95,44226,755,3.98,2.52,69,0.4698,0.5452,0.345,160,0.75,0.5775,0.5414,0.6625,1.0,1.0,59.909,54.483,29,20,-9,ok,29.0,20.0,82.5,83.125,-9.0
Anthony J. Venables,0000-0003-0251-7479,Economics,Elite (matched),79,36367,430,2.7,2.31,71,0.112,0.4853,0.0,150,0.65,0.6566,0.4666,0.6875,1.0,1.0,59.669,54.531,30,63,33,ok,30.0,63.0,81.875,84.375,33.0
Richard Zeckhauser,0000-0002-4222-9546,Economics,Elite (matched),85,37832,610,2.81,2.65,76,0.2136,0.4857,0.035,115,0.6625,0.6363,0.4721,0.7406,1.0,1.0,59.133,54.133,31,42,11,ok,31.0,42.0,81.25,81.875,11.0
Esther Duflo,0000-0001-9456-6615,Economics,Nobel,104,63495,1389,4.83,2.77,56,0.3199,0.4815,0.065,158,0.9,0.5371,0.4734,0.4438,1.0,1.0,58.307,50.56,32,14,-18,ok,32.0,14.0,80.625,66.25,-18.0
Jeffrey D. Sachs,0000-0002-6451-2502,Economics,Elite (matched),115,83105,1146,6.07,3.56,74,0.2553,0.5259,0.11,109,0.9625,0.4785,0.5124,0.7062,1.0,1.0,58.098,50.235,33,5,-28,ok,33.0,5.0,80.0,64.375,-28.0
Satar Rezaei,0000-0002-6194-6057,Economics,Elite (matched),35,59398,238,6.62,3.39,82,0.3805,0.5664,0.285,175,0.8812,0.4711,0.5571,0.8312,1.0,1.0,57.773,51.127,34,143,109,ok,34.0,143.0,79.375,71.875,109.0
Daniel McFadden,0000-0003-3183-7922,Economics,Elite (matched),72,53512,247,4.85,2.74,49,0.2038,0.4989,0.074,69,0.8375,0.5374,0.4841,0.3094,1.0,0.98,57.341,49.902,35,84,49,ok,35.0,84.0,78.75,63.125,49.0
Mark A. Hall,0000-0001-6277-144X,Economics,Elite (matched),48,37836,498,4.53,2.66,86,0.3144,0.549,0.225,163,0.6688,0.551,0.5373,0.8688,1.0,1.0,57.227,52.28,36,120,84,ok,36.0,120.0,78.125,76.875,84.0
Vahid Yazdi‐Feyzabadi,0000-0002-8009-470X,Economics,Elite (matched),36,42186,192,5.14,2.67,76,0.2812,0.5607,0.175,141,0.7062,0.5302,0.5467,0.7406,1.0,1.0,57.033,51.565,37,142,105,ok,37.0,142.0,77.5,75.0,105.0
Mark V. Pauly,0000-0003-4957-4825,Economics,Elite (matched),98,37784,743,4.42,3.29,60,0.3224,0.5907,0.175,169,0.6562,0.535,0.5773,0.5,1.0,1.0,57.005,52.349,38,18,-20,ok,38.0,18.0,76.875,77.5,-20.0
Robert J. Aumann,0000-0003-1231-2997,Economics,Nobel,57,25489,213,2.12,1.63,26,0.1653,0.4958,0.0,31,0.3188,0.7331,0.4793,0.0719,1.0,0.52,56.99,54.713,39,106,67,ok,39.0,106.0,76.25,85.625,67.0
Robert L Kane,0009-0005-8505-6218,Economics,Elite (matched),106,44622,1625,6.18,4.41,90,0.6443,0.6245,0.785,164,0.7625,0.4514,0.6255,0.8906,1.0,1.0,56.811,52.441,40,13,-27,ok,40.0,13.0,75.625,78.125,-27.0
Alvin E. Roth,0000-0002-0968-1816,Economics,Nobel,101,42006,470,4.64,3.02,74,0.2753,0.5468,0.19,140,0.6938,0.5357,0.5332,0.7062,1.0,1.0,56.612,51.297,41,16,-25,ok,41.0,16.0,75.0,73.125,-25.0
Simon Johnson,0000-0002-2945-4040,Economics,Nobel,61,55847,347,4.93,3.03,61,0.1741,0.4738,0.0,101,0.85,0.5258,0.4588,0.5188,1.0,1.0,56.463,48.915,42,103,61,ok,42.0,103.0,74.375,56.25,61.0
Douglas W. Diamond,0000-0001-6747-7800,Economics,Nobel,44,43633,95,4.82,1.59,19,0.1714,0.4859,0.0,28,0.7312,0.5743,0.4702,0.0188,1.0,0.38,56.417,49.216,43,126,83,ok,43.0,126.0,73.75,59.375,83.0
Shawna Grosskopf,0000-0001-6939-2709,Economics,Elite (matched),82,33768,414,4.01,2.35,69,0.1772,0.5247,0.011,84,0.6062,0.5818,0.5073,0.6625,1.0,1.0,56.412,51.457,44,53,9,ok,44.0,53.0,73.125,73.75,9.0
Gordon Hanson,0000-0001-5798-140X,Economics,Elite (matched),76,30199,326,2.92,2.12,53,0.1573,0.4651,0.0,136,0.525,0.6482,0.4497,0.3656,1.0,1.0,56.04,51.486,45,71,26,ok,45.0,71.0,72.5,74.375,26.0
Donald L. Patrick,0000-0003-0756-0492,Economics,Elite (matched),113,67781,574,9.33,6.04,98,0.7067,0.6407,0.79,116,0.9312,0.3572,0.644,0.9375,1.0,1.0,55.912,50.646,46,6,-40,ok,46.0,6.0,71.875,66.875,-40.0
Anna Tsing,0000-0002-0411-959X,Economics,Elite (matched),47,21332,187,1.82,1.46,59,0.1579,0.4635,0.0,66,0.1688,0.7746,0.4482,0.4844,1.0,1.0,55.797,55.242,47,121,74,ok,47.0,121.0,71.25,87.5,74.0
Jonathan Gruber,0000-0003-0379-710X,Economics,Elite (matched),83,30110,568,3.35,1.9,55,0.2094,0.4821,0.07,169,0.5188,0.6297,0.4685,0.4188,1.0,1.0,55.659,51.156,48,51,3,ok,48.0,51.0,70.625,72.5,3.0
John Haltiwanger,0000-0001-6164-6938,Economics,Elite (matched),86,34144,569,4.01,2.25,47,0.1889,0.484,0.005,134,0.625,0.5851,0.4692,0.2906,1.0,0.94,55.29,49.595,49,40,-9,ok,49.0,40.0,70.0,60.62499999999999,-9.0
E. John Orav,0000-0002-8886-7252,Economics,Elite (matched),110,47088,538,7.97,4.96,85,0.6832,0.6196,0.86,158,0.8062,0.4034,0.6228,0.8531,1.0,1.0,55.127,50.422,50,10,-40,ok,50.0,10.0,69.375,65.625,-40.0
Sharon‐Lise T. Normand,0000-0001-7027-4769,Economics,Elite (matched),110,61213,632,8.66,5.79,66,0.746,0.6229,0.82,150,0.8938,0.3718,0.6291,0.6094,1.0,1.0,55.083,49.778,51,10,-41,ok,51.0,10.0,68.75,62.5,-41.0
John Brazier,0000-0001-8645-4780,Economics,Elite (matched),112,57702,861,7.88,4.23,62,0.7589,0.5597,0.905,121,0.8562,0.4245,0.5697,0.55,1.0,1.0,55.069,49.238,52,7,-45,ok,52.0,7.0,68.125,60.0,-45.0
Philippe Van Parijs,0000-0003-3348-1317,Economics,Elite (matched),40,8720,552,1.48,1.28,69,0.1365,0.4026,0.0,116,0.05,0.8321,0.3893,0.6625,0.872,1.0,54.828,55.541,53,137,84,ok,53.0,137.0,67.5,88.125,84.0
Joseph P. Newhouse,0000-0001-5837-3203,Economics,Elite (matched),94,45462,610,6.02,4.45,68,0.4088,0.5551,0.495,172,0.7875,0.4538,0.5478,0.6438,1.0,1.0,54.678,48.992,54,23,-31,ok,54.0,23.0,66.875,57.49999999999999,-31.0
John E. Ware,0000-0002-0744-2149,Economics,Elite (matched),82,67735,249,8.1,5.82,32,0.6437,0.5977,0.544,31,0.925,0.3785,0.6,0.0906,1.0,0.64,54.464,48.134,55,53,-2,ok,55.0,53.0,66.25,49.375,-2.0
Edmund S. Phelps,0000-0002-1735-7724,Economics,Nobel,56,22770,481,2.24,1.37,56,0.1293,0.4682,0.0,115,0.2,0.7313,0.4513,0.4438,1.0,1.0,54.288,52.894,56,108,52,ok,56.0,108.0,65.625,78.75,52.0
Jong‐Wha Lee,0000-0002-3152-4961,Economics,Elite (matched),53,28232,387,3.69,2.42,67,0.2283,0.529,0.04,119,0.4438,0.5941,0.514,0.625,1.0,1.0,54.186,50.834,57,113,56,ok,57.0,113.0,65.0,68.125,56.0
Eric S. Maskin,0000-0002-8460-8468,Economics,Nobel,69,28597,245,3.39,2.14,37,0.1559,0.5021,0.014,37,0.4562,0.6191,0.4848,0.1219,1.0,0.74,54.138,50.0,58,91,33,ok,58.0,91.0,64.375,63.74999999999999,33.0
Michael Kremer,0000-0002-2766-1857,Economics,Nobel,80,31626,486,4.2,2.62,64,0.2347,0.4963,0.055,147,0.5625,0.565,0.4832,0.5781,1.0,1.0,53.927,49.207,59,59,0,ok,59.0,59.0,63.74999999999999,58.75,0.0
Eduardo Viveiros de Castro,0000-0003-4902-0574,Economics,Elite (matched),33,10236,129,1.65,1.25,49,0.1222,0.4067,0.0,50,0.0812,0.8067,0.3925,0.3094,1.0,0.98,53.826,53.658,60,144,84,ok,60.0,144.0,63.125,80.0,84.0
Adam Wagstaff,0000-0003-4442-5070,Economics,Elite (matched),78,32743,396,4.38,2.7,41,0.2117,0.4992,0.125,166,0.6,0.5554,0.4848,0.1812,1.0,0.82,53.717,48.308,61,66,5,ok,61.0,66.0,62.5,51.87500000000001,5.0
Mustafa Z Younis,0000-0001-8448-808X,Economics,Elite (matched),84,183584,294,8.13,6.53,65,0.3672,0.5561,0.317,129,0.9875,0.3592,0.5467,0.5938,1.0,1.0,53.608,46.521,62,47,-15,ok,62.0,47.0,61.875,34.375,-15.0
Rachel Griffith,0000-0002-8616-5820,Economics,Elite (matched),64,25785,398,3.19,1.66,46,0.1973,0.4949,0.025,135,0.3312,0.6475,0.48,0.2688,1.0,0.92,53.259,50.319,63,97,34,ok,63.0,97.0,61.25000000000001,65.0,34.0
Claudia Goldin,0000-0002-7189-0463,Economics,Nobel,74,27871,384,3.25,1.59,36,0.1994,0.4347,0.006,104,0.4375,0.6463,0.4229,0.1125,1.0,0.72,53.199,48.774,64,79,15,ok,64.0,79.0,60.62499999999999,54.37499999999999,15.0
Leila Doshmangir,0000-0001-5197-8437,Economics,Elite (matched),41,46292,191,7.5,4.35,81,0.2501,0.5376,0.156,142,0.8,0.4275,0.5232,0.8188,1.0,1.0,53.062,46.845,65,132,67,ok,65.0,132.0,60.0,37.5,67.0
Ricardo Hausmann,0000-0001-9284-5745,Economics,Elite (matched),66,29756,418,4.04,2.26,57,0.1446,0.4762,0.02,108,0.5125,0.5835,0.4596,0.4625,1.0,1.0,53.043,48.302,66,94,28,ok,66.0,94.0,59.375,51.24999999999999,28.0
István Csabai,0000-0001-9232-9898,Economics,Elite (matched),93,65698,1035,14.45,9.23,86,0.4035,0.7664,0.205,169,0.9125,0.2417,0.7483,0.8688,1.0,1.0,53.033,48.981,67,25,-42,ok,67.0,25.0,58.75,56.875,-42.0
Abhijit Banerjee,0000-0002-7865-8316,Economics,Nobel,76,31220,1262,5.21,1.53,62,0.263,0.4729,0.05,168,0.5562,0.5628,0.4624,0.55,1.0,1.0,53.025,47.745,68,71,3,ok,68.0,71.0,58.12500000000001,47.5,3.0
Robert M. Kaplan,0000-0003-4837-5330,Economics,Elite (matched),87,31087,667,6.25,3.9,128,0.5577,0.5945,0.55,131,0.55,0.4645,0.5927,1.0,1.0,1.0,52.655,49.673,69,33,-36,ok,69.0,33.0,57.49999999999999,61.875,-36.0
Henri Lefebvre,0009-0004-2914-9850,Economics,Elite (matched),33,21767,235,2.25,1.31,39,0.254,0.4237,0.0,34,0.1875,0.7327,0.4152,0.1469,1.0,0.78,52.648,51.038,70,144,74,ok,70.0,144.0,56.875,70.625,74.0
Telma Zahirian Moghadam,0000-0003-1290-4202,Economics,Elite (matched),22,38764,64,6.46,4.78,34,0.4216,0.599,0.261,42,0.6812,0.4348,0.5901,0.1,1.0,0.68,52.451,47.605,71,156,85,ok,71.0,156.0,56.25,46.875,85.0
K. Robin Yabroff,0000-0003-0644-5572,Economics,Elite (matched),86,35771,679,6.92,4.36,55,0.5335,0.5969,0.66,165,0.6375,0.4377,0.5937,0.4188,1.0,1.0,52.28,48.12,72,40,-32,ok,72.0,40.0,55.625,48.75,-32.0
Robert H. Brook,0000-0001-7648-3764,Economics,Elite (matched),85,35893,641,6.25,4.19,41,0.4048,0.5767,0.382,81,0.6438,0.4562,0.5681,0.1812,1.0,0.82,52.225,47.443,73,42,-31,ok,73.0,42.0,55.00000000000001,45.0,-31.0
Sherman Robinson,0000-0002-5478-9372,Economics,Elite (matched),64,29667,489,4.73,3.25,66,0.2343,0.535,0.025,161,0.5062,0.5254,0.52,0.6094,1.0,1.0,52.121,48.207,74,97,23,ok,74.0,97.0,54.37499999999999,50.0,23.0
James E. Anderson,0000-0003-0878-5271,Economics,Elite (matched),65,23993,710,4.61,2.92,75,0.2132,0.6464,0.065,132,0.2812,0.5399,0.6247,0.7219,1.0,1.0,52.081,50.84,75,96,21,ok,75.0,96.0,53.75,69.375,21.0
Ève Chiapello,0000-0002-3323-9961,Economics,Elite (matched),32,8467,200,1.94,1.22,46,0.1269,0.4282,0.0,86,0.0438,0.7697,0.4131,0.2688,0.8467,0.92,51.904,51.738,76,152,76,ok,76.0,152.0,53.125,75.625,76.0
Rosi Braidotti,0000-0002-5922-2324,Economics,Elite (matched),44,12822,344,2.04,1.22,76,0.1142,0.3855,0.0,99,0.1125,0.7582,0.3719,0.7406,1.0,1.0,51.889,51.075,77,126,49,ok,77.0,126.0,52.5,71.25,49.0
Carl Shapiro,0000-0003-4430-3655,Economics,Elite (matched),59,35001,183,4.22,3.66,23,0.1463,0.4678,0.0,53,0.6312,0.5304,0.4517,0.0438,1.0,0.46,51.87,46.016,78,104,26,ok,78.0,104.0,51.87500000000001,30.625000000000004,26.0
Nicholas Steel,0000-0003-1528-140X,Economics,Elite (matched),38,38487,190,7.85,4.26,62,0.447,0.5804,0.326,101,0.675,0.4241,0.5737,0.55,1.0,1.0,51.839,47.103,79,138,59,ok,79.0,138.0,51.24999999999999,40.625,59.0
Michael T. Halpern,0000-0001-8514-6313,Economics,Elite (matched),57,24201,430,5.42,2.94,104,0.4793,0.6411,0.525,139,0.2875,0.5137,0.633,0.9625,1.0,1.0,51.451,50.693,80,106,26,ok,80.0,106.0,50.625,67.5,26.0
Diana W. Bianchi,0000-0001-9270-5267,Economics,Elite (matched),78,27004,484,7.29,4.75,81,0.6136,0.7315,0.785,135,0.3875,0.4202,0.7256,0.8188,1.0,1.0,51.389,50.839,81,66,-15,ok,81.0,66.0,50.0,68.75,-15.0
Bhageerathy Reshmi,0000-0001-9631-6218,Economics,Elite (matched),24,42252,81,7.21,4.67,28,0.2588,0.5703,0.095,59,0.7125,0.4238,0.5547,0.0812,1.0,0.56,51.359,45.638,82,154,72,ok,82.0,154.0,49.375,27.500000000000004,72.0
Yves Gingras,0000-0002-4729-1269,Economics,Elite (matched),52,12506,481,2.48,1.94,99,0.1808,0.4709,0.01,122,0.1062,0.6876,0.4564,0.95,1.0,1.0,51.174,51.004,83,114,31,ok,83.0,114.0,48.75,70.0,31.0
Ernst R. Berndt,0000-0002-6388-0768,Economics,Elite (matched),70,24741,422,4.27,2.44,57,0.2099,0.5479,0.121,126,0.3125,0.568,0.531,0.4625,1.0,1.0,50.815,48.379,84,90,6,ok,84.0,90.0,48.125,53.125,6.0
Lisa I. Iezzoni,0000-0002-1416-5039,Economics,Elite (matched),77,23638,410,4.21,2.83,79,0.4512,0.5681,0.62,118,0.2562,0.5578,0.5623,0.7938,1.0,1.0,50.643,49.667,85,69,-16,ok,85.0,69.0,47.5,61.25000000000001,-16.0
Achille Mbembé,0000-0003-0006-3194,Economics,Elite (matched),45,21380,234,2.47,1.66,80,0.1464,0.3963,0.0,81,0.175,0.6991,0.3838,0.8062,1.0,1.0,50.579,49.083,86,124,38,ok,86.0,124.0,46.875,58.12500000000001,38.0
Elías Mossialos,0000-0001-8664-9297,Economics,Elite (matched),83,42329,609,7.67,5.47,96,0.3553,0.5479,0.395,146,0.7188,0.3943,0.5383,0.925,1.0,1.0,50.521,45.649,87,51,-36,ok,87.0,51.0,46.25,28.125,-36.0
Naihua Duan,0000-0001-9411-2924,Economics,Elite (matched),85,42383,353,9.39,5.03,77,0.511,0.5564,0.488,120,0.725,0.3823,0.5541,0.7594,1.0,1.0,50.34,45.458,88,42,-46,ok,88.0,42.0,45.625,26.875,-46.0
Paul Dolan,0000-0001-6180-2849,Economics,Elite (matched),71,25529,359,4.08,2.56,88,0.2584,0.4922,0.155,133,0.325,0.5719,0.4805,0.8812,1.0,1.0,50.169,47.756,89,88,-1,ok,89.0,88.0,45.0,48.125,-1.0
Joseph S. Ross,0000-0002-9218-3320,Economics,Elite (matched),84,30909,1019,8.26,5.17,59,0.6764,0.6411,0.84,181,0.5375,0.3936,0.6429,0.4844,1.0,1.0,49.869,47.339,90,47,-43,ok,90.0,47.0,44.375,43.75,-43.0
Isabelle Stengers,0000-0001-7723-6140,Economics,Elite (matched),46,14830,442,2.42,1.74,59,0.1167,0.4,0.0,86,0.15,0.7004,0.3858,0.4844,1.0,1.0,49.855,48.339,91,123,32,ok,91.0,123.0,43.75,52.5,32.0
Peter J. Neumann,0000-0003-1226-4073,Economics,Elite (matched),84,28553,523,5.79,4.04,68,0.5203,0.5669,0.68,145,0.45,0.4712,0.5646,0.6438,1.0,1.0,49.839,47.247,92,47,-45,ok,92.0,47.0,43.125,42.5,-45.0
Ali Kazemi Karyani,0000-0002-4448-9317,Economics,Elite (matched),33,43846,133,10.46,4.92,49,0.3373,0.5658,0.164,98,0.7438,0.3728,0.5544,0.3094,1.0,0.98,49.687,43.958,93,144,51,ok,93.0,144.0,42.5,18.125,51.0
Kevin A. Schulman,0000-0002-8926-5085,Economics,Elite (matched),85,32262,623,7.49,6.13,90,0.5479,0.612,0.685,144,0.5938,0.3791,0.6088,0.8906,1.0,1.0,49.619,46.783,94,42,-52,ok,94.0,42.0,41.875,36.25,-52.0
Peter A. Ubel,0000-0001-8218-519X,Economics,Elite (matched),92,29291,553,6.17,4.67,97,0.5176,0.5709,0.62,147,0.4812,0.444,0.5682,0.9312,1.0,1.0,49.536,47.056,95,27,-68,ok,95.0,27.0,41.25,39.375,-68.0
Thomas W. Hertel,0000-0002-7179-7630,Economics,Elite (matched),75,23320,830,4.77,2.73,74,0.2045,0.5952,0.02,153,0.2188,0.5404,0.5757,0.7062,1.0,1.0,49.407,48.24,96,74,-22,ok,96.0,74.0,40.625,50.625,-22.0
Tze Kin Lau,0000-0002-0242-1410,Economics,Elite (matched),75,27350,512,7.82,5.82,61,0.7347,0.7192,0.83,168,0.4062,0.3825,0.72,0.5188,1.0,1.0,49.346,48.805,97,74,-23,ok,97.0,74.0,40.0,55.625,-23.0
Bengt Holmström,0000-0002-9776-7773,Economics,Nobel,56,43687,108,7.09,4.12,16,0.1077,0.4677,0.0,24,0.7375,0.4412,0.4497,0.0125,1.0,0.32,49.33,42.208,98,108,10,ok,98.0,108.0,39.375,12.5,10.0
Christopher A. Pissarides,0000-0002-5059-7791,Economics,Nobel,58,22629,315,3.04,2.36,37,0.199,0.4783,0.0,80,0.1938,0.6318,0.4643,0.1219,1.0,0.74,49.29,47.524,99,105,6,ok,99.0,105.0,38.75,46.25,6.0
César A. Hidalgo,0000-0002-6977-9492,Economics,Elite (matched),52,28616,241,6.12,3.89,78,0.2806,0.5485,0.06,143,0.4625,0.4678,0.5351,0.775,1.0,1.0,49.142,45.886,100,114,14,ok,100.0,114.0,38.125,30.0,14.0
Arnold M. Epstein,0000-0003-2374-0311,Economics,Elite (matched),87,27267,315,4.84,3.8,41,0.4289,0.542,0.524,130,0.4,0.5047,0.5363,0.1812,1.0,0.82,49.136,46.326,101,33,-68,ok,101.0,33.0,37.5,33.75,-68.0
Russell S. Kirby,0000-0002-3489-401X,Economics,Elite (matched),81,27480,713,8.51,5.55,86,0.8113,0.6842,0.895,132,0.425,0.3801,0.6906,0.8688,1.0,1.0,49.074,48.463,102,55,-47,ok,102.0,55.0,36.875,53.75,-47.0
Steven H. Woolf,0000-0001-9384-033X,Economics,Elite (matched),77,31005,329,9.49,2.75,54,0.4851,0.5464,0.353,112,0.5438,0.4391,0.5433,0.3938,1.0,1.0,49.026,44.65,103,69,-34,ok,103.0,69.0,36.25,21.25,-34.0
Gerard F. Anderson,0000-0003-1845-1523,Economics,Elite (matched),72,25974,445,4.83,4.21,77,0.3632,0.5667,0.37,162,0.35,0.4922,0.5565,0.7594,1.0,1.0,48.921,47.15,104,84,-20,ok,104.0,84.0,35.625,41.875,-20.0
Philip H. Dybvig,0000-0002-8250-8970,Economics,Nobel,33,14865,112,3.34,1.53,13,0.1,0.4759,0.0,15,0.1562,0.6432,0.4571,0.0062,1.0,0.26,48.793,46.717,105,144,39,ok,105.0,144.0,35.0,35.0,39.0
Peter Dahlgren,0000-0002-3509-3329,Economics,Elite (matched),38,7488,234,2.27,1.55,61,0.1606,0.4143,0.0,85,0.0062,0.7214,0.4016,0.5188,0.7488,1.0,48.773,48.79,106,138,32,ok,106.0,138.0,34.375,55.00000000000001,32.0
David A. Asch,0000-0002-7970-286X,Economics,Elite (matched),91,29311,634,7.54,4.88,79,0.5264,0.5954,0.725,154,0.4875,0.4124,0.592,0.7938,1.0,1.0,48.664,46.162,107,29,-78,ok,107.0,29.0,33.75,32.5,-78.0
Andrew Briggs,0000-0002-0777-1997,Economics,Elite (matched),101,50474,798,16.12,7.5,91,0.6704,0.6102,0.715,151,0.8188,0.2714,0.6132,0.9031,1.0,1.0,48.614,44.362,108,16,-92,ok,108.0,16.0,33.125,20.625,-92.0
Emmanuel Lazega,0000-0001-8844-6426,Economics,Elite (matched),33,12829,361,2.94,2.05,63,0.1713,0.4527,0.0,136,0.1188,0.6494,0.4386,0.5688,1.0,1.0,48.512,47.503,109,144,35,ok,109.0,144.0,32.5,45.625,35.0
Mark Sculpher,0000-0003-3746-9913,Economics,Elite (matched),94,41355,645,9.86,7.43,70,0.6891,0.6188,0.765,152,0.6875,0.3163,0.6223,0.6781,1.0,1.0,48.421,45.212,110,23,-87,ok,110.0,23.0,31.874999999999996,23.125,-87.0
Kathleen N Lohr,0000-0002-3825-0713,Economics,Elite (matched),92,44238,1034,8.91,7.53,44,0.4173,0.592,0.27,94,0.7562,0.3235,0.5833,0.2375,1.0,0.88,48.298,43.488,111,27,-84,ok,111.0,27.0,31.25,16.25,-84.0
Allan S. Detsky,0000-0003-2772-3121,Economics,Elite (matched),72,23780,394,5.15,3.82,51,0.4236,0.5963,0.465,152,0.275,0.4948,0.5877,0.3344,1.0,1.0,48.122,46.817,112,84,-28,ok,112.0,84.0,30.625000000000004,36.875,-28.0
Mohammad Khammarnia,0000-0002-3759-5875,Economics,Elite (matched),24,26697,146,6.27,2.97,55,0.2758,0.5442,0.108,113,0.375,0.4909,0.5308,0.4188,1.0,1.0,48.108,45.016,113,154,41,ok,113.0,154.0,30.0,21.875,41.0
S. Munné,0000-0002-1088-5565,Economics,Elite (matched),95,26663,545,8.86,5.86,35,0.6298,0.7459,0.43,49,0.3625,0.3674,0.7401,0.1062,1.0,0.7,47.925,47.378,114,20,-94,ok,114.0,20.0,29.375,44.375,-94.0
Kevin D. Frick,0000-0002-0178-5319,Economics,Elite (matched),71,26899,483,8.54,5.0,114,0.6443,0.653,0.78,142,0.3812,0.3941,0.6526,0.9875,1.0,1.0,47.922,47.093,115,88,-27,ok,115.0,88.0,28.749999999999996,40.0,-27.0
Peter Smith,0000-0003-0058-7588,Economics,Elite (matched),87,27652,766,6.18,4.56,99,0.379,0.5464,0.3,158,0.4312,0.447,0.538,0.95,1.0,1.0,47.844,45.341,116,33,-83,ok,116.0,33.0,27.8125,25.0,-83.0
Robert Boyer,0000-0003-0425-7439,Economics,Elite (matched),41,11345,538,2.87,2.06,70,0.1049,0.4414,0.005,114,0.0875,0.6538,0.4246,0.6781,1.0,1.0,47.844,47.027,116,132,16,ok,116.0,132.0,27.8125,38.75,16.0
Jonathan Skinner,0000-0002-4760-9396,Economics,Elite (matched),79,23763,362,4.96,3.98,79,0.5005,0.5663,0.435,168,0.2688,0.4954,0.563,0.7938,1.0,1.0,47.825,46.957,118,63,-55,ok,118.0,63.0,26.875,38.125,-55.0
Alain Touraine,0000-0001-7330-2163,Economics,Elite (matched),42,8422,554,2.51,1.5,56,0.1183,0.4001,0.007,60,0.0375,0.7018,0.386,0.4438,0.8422,1.0,47.811,47.105,119,131,12,ok,119.0,131.0,26.25,41.25,12.0
Claude S. Fischer,0000-0002-4665-5630,Economics,Elite (matched),50,13971,220,3.38,1.8,42,0.1885,0.4626,0.021,42,0.1312,0.6315,0.4489,0.2031,1.0,0.84,47.739,46.158,120,118,-2,ok,120.0,118.0,25.624999999999996,31.874999999999996,-2.0
A. Dessa Sadovnick,0000-0003-2987-2008,Economics,Elite (matched),80,27366,421,10.04,6.72,78,0.5763,0.7396,0.665,129,0.4125,0.3324,0.7314,0.775,1.0,1.0,47.653,47.278,121,59,-62,ok,121.0,59.0,25.0,43.125,-62.0
B. Thilaganathan,0000-0002-5531-4301,Economics,Elite (matched),84,27376,934,9.05,6.25,43,0.818,0.7031,0.9,166,0.4188,0.355,0.7088,0.2188,1.0,0.86,47.514,46.749,122,47,-75,ok,122.0,47.0,24.375,35.625,-75.0
Frank Moulaert,0000-0001-8924-6928,Economics,Elite (matched),41,8928,359,3.08,1.87,43,0.1114,0.4657,0.0,92,0.0625,0.6468,0.448,0.2188,0.8928,0.86,47.219,46.267,123,132,9,ok,123.0,132.0,23.75,33.125,9.0
Robert B. Wilson,0000-0002-7887-8071,Economics,Nobel,55,21447,478,3.94,3.49,26,0.2154,0.552,0.029,43,0.1812,0.5471,0.5352,0.0719,1.0,0.52,47.026,45.776,124,111,-13,ok,124.0,111.0,23.125,29.375,-13.0
Peter Groenewegen,0000-0003-2127-8442,Economics,Elite (matched),74,25924,1020,5.61,4.25,84,0.4658,0.5351,0.615,159,0.3438,0.4694,0.5316,0.8438,1.0,1.0,47.009,45.238,125,79,-46,ok,125.0,79.0,22.5,23.75,-46.0
Stephen B. Soumerai,0000-0001-6811-2496,Economics,Elite (matched),81,25884,305,6.67,4.77,53,0.5478,0.618,0.679,130,0.3375,0.431,0.6145,0.3656,1.0,1.0,47.001,45.657,126,55,-71,ok,126.0,55.0,21.875,28.749999999999996,-71.0
Stavros Petrou,0000-0003-3121-6050,Economics,Elite (matched),76,31935,629,13.91,6.04,81,0.6611,0.6265,0.8,157,0.5875,0.3169,0.6282,0.8188,1.0,1.0,46.956,44.295,127,71,-56,ok,127.0,71.0,21.25,19.375,-56.0
Peter A. Diamond,0000-0002-0957-2015,Economics,Nobel,62,24639,340,5.15,2.69,44,0.1671,0.4937,0.015,99,0.3062,0.5293,0.4774,0.2375,1.0,0.88,46.856,43.721,128,101,-27,ok,128.0,101.0,20.625,16.875,-27.0
Michel Lagarde,0000-0003-0175-9062,Economics,Elite (matched),64,14217,1093,4.63,3.67,61,0.3984,0.5781,0.19,74,0.1375,0.5156,0.5691,0.5188,1.0,1.0,46.257,46.153,129,97,-32,ok,129.0,97.0,20.0,31.25,-32.0
Madeleine Akrich,0000-0002-2259-1601,Economics,Elite (matched),33,8147,245,3.72,1.49,45,0.1514,0.4849,0.039,117,0.0312,0.624,0.4682,0.25,0.8147,0.9,46.186,45.372,130,144,14,ok,130.0,144.0,19.375,25.624999999999996,14.0
